# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun  8 11:32:01 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassjstr not null
# CONSTRAINT:  and pl_radjstr not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
CoRoT-31,b,CoRoT-31 b,Transit,0,1,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,0.020000,0.160000,-0.160000,0,83.200,2.300,-2.300,0,0.84000,0.34000,-0.34000,0,Mass,1.460,0.300,-0.300,0,0.33000,0.18000,-0.18000,0,0,0,0,0,06h19m16.975s,94.820729,-04d25m20.194s,-4.422276,2190.00,710.00,-710.00,0,2127.54,173.19,-173.19,0,,,,,15.465,,0,5700.00,120.00,-120.00,0,1.25,0.22,-0.21,0,2.15,0.56,-0.66,0,2020-04-16,CoRoT
CoRoT-4,b,CoRoT-4 b,Transit,0,1,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,0.000000,0.100000,-0.100000,0,90.000,0.000,-0.085,0,0.72000,0.08000,-0.08000,0,Mass,1.190,0.060,-0.050,0,0.52500,0.15000,-0.15000,0,0,0,0,0,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,741.60,15.39,-15.39,0,741.60,15.39,-15.39,0,,,,,13.561,,0,6190.00,60.00,-60.00,0,1.16,0.03,-0.02,0,1.17,0.01,-0.03,0,2014-05-14,CoRoT
CoRoT-5,b,CoRoT-5 b,Transit,0,1,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,0.090000,0.090000,-0.040000,0,85.830,0.990,-1.380,0,0.46700,0.04700,-0.02400,0,Mass,1.388,0.046,-0.047,0,0.21700,0.03100,-0.02500,0,0,0,0,0,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,904.65,26.70,-26.70,0,904.65,26.70,-26.70,0,,,,,13.902,,0,6100.00,65.00,-65.00,0,1.00,0.02,-0.02,0,1.19,0.04,-0.04,0,2014-05-14,CoRoT
CoRoT-6,b,CoRoT-6 b,Transit,0,1,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,0.100000,,,1,89.070,0.300,-0.300,0,2.96000,0.34000,-0.34000,0,Mass,1.166,0.035,-0.035,0,2.32000,0.31000,-0.31000,0,0,0,0,0,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,657.24,12.58,-12.58,0,657.24,12.58,-12.58,0,13.912,0.021,0,V (Johnson),13.746,,0,6090.00,70.00,-70.00,0,1.05,0.05,-0.05,0,1.02,0.03,-0.03,0,2014-05-14,CoRoT
CoRoT-7,b,CoRoT-7 b,Transit,0,2,0.85359163,0.00000001,-0.00000001,0,,,,,0.000000,,,0,80.100,0.300,-0.300,0,0.01000,0.00000,0.00000,0,Mass,0.150,0.010,-0.010,0,,,,,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,160.64,0.91,-0.91,0,160.64,0.91,-0.91,0,11.668,0.008,0,V (Johnson),11.524,,0,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,2018-12-06,CoRoT
CoRoT-8,b,CoRoT-8 b,Transit,0,1,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,0.000000,,,0,88.400,0.100,-0.100,0,0.22000,0.03000,-0.03000,0,Mass,0.570,0.020,-0.020,0,1.60000,0.10000,-0.10000,0,0,0,0,0,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380.00,30.00,-30.00,0,325.03,2.74,-2.74,0,14.800,,0,V (Johnson),14.220,,0,5080.00,80.00,-80.00,0,0.88,0.04,-0.04,0,0.77,0.02,-0.02,0,2014-05-14,CoRoT
CoRoT-9,b,CoRoT-9 b,Transit,0,1,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,0.133000,0.042000,-0.037000,0,89.900,0.066,-0.084,0,0.84000,0.05000,-0.05000,0,Mass,1.066,0.075,-0.063,0,0.86000,0.18000,-0.16000,0,0,0,0,1,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,417.89,4.75,-4.75,0,417.89,4.75,-4.75,0,13.690,,0,V (Johnson),13.501,,0,5625.00,80.00,-80.00,0,0.96,0.04,-0.04,0,0.96,0.06,-0.06,0,2017-12-14,CoRoT
CoRoTID 223977153,b,CoRoTID 223977153 b,Transit,0,1,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,,,,,89.000,0.500,-0.500,0,0.15000,0.10000,-0.10000,0,Mass,0.570,0.060,-0.050,0,1.10000,1.30000,-0.80000,0,0,0,0,0,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.20,10.70,-10.70,0,586.20,10.70,-10.70,0,,,,,13.587,,0,5970.00,100.00,-100.00,0,1.08,0.08,-0.07,0,0.79,0.08,-0.09,0,2017-09-15,CoRoT
EPIC 246851721,b,EPIC 246851721 b,Transit,0,1,6.18023500,0.00001400,-0.00001400,0,0.072290,0.000740,-0.000750,0,,,,,86.210,0.170,-0.170,0,3.00000,1.10000,-1.20000,0,Mass,1.051,0.044,-0.044,0,3.10000,1.30000,-1.30000,0,0,0,1,0,05h15m40.74s,78.919746,+16d16m43.5s,16.278742,336.70,8.40,-8.00,0,375.39,18.32,-18.32,0,11.439,0.053,0,V (Johnson),11.255,,0,6202.00,52.00,-50.00,0,1.32,0.04,-0.04,0,1.59,0.03,-0.03,0,2018-10-26,K2
EPIC 248847494,b,EPIC 248847494 b,Transit,0,1,3650.00000000,1280.00000000,-1130.00000000,0,4.500000,1.000000,-1.000000,0,0.000000,,,0,89.870,0.020,-0.030,0,13.00000,,,1,Mass,1.110,0.070,-0.070,0,,,,,0,0,1,0,10h37m33.42s,159.389267,+11d50m33.8s,11.842731,560.00,13.00,-13.00,0,560.71,13.06,-13.06,0,12.416,0.020,0,V (Johnson),12.172,,0,4898.00,68.00,-68.00,0,0.90,0.09,-0.09,0,2.70,0.12,-0.12,0,2019-07-25,K2
EPIC 249893012,b,EPIC 249893012 b,Transit,0,3,3.59510000,0.00030000,-0.00030000,0,0.047000,0.005000,-0.007000,0,0.060000,0.080000,-0.040000,0,86.140,2.600,-3.500,0,0.02753,0.00343,-0.00340,0,Mass,0.174,0.008,-0.007,0,6.39000,1.19000,-1.04000,0,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,4.18,-4.18,0,324.22,4.18,-4.18,0,11.428,0.121,0,V (Johnson),11.402,,0,5430.00,85.00,-85.00,0,1.05,0.05,-0.05,0,1.71,0.04,-0.04,0,2020-02-13,K2
EPIC 249893012,c,EPIC 249893012 c,Transit,0,3,15.62400000,0.00100000,-0.00100000,0,0.130000,0.010000,-0.020000,0,0.070000,0.080000,-0.050000,0,87.940,0.740,-1.050,0,0.04616,0.00579,-0.00595,0,Mass,0.327,0.015,-0.012,0,1.62000,0.30000,-0.29000,0,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,4.18,-4.18,0,324.22,4.18,-4.18,0,11.428,0.121,0,V (Johnson),11.402,,0,5430.00,85.00,-85.00,0,1.05,0.05,-0.05,0,1.71,0.04,-0.04,0,2020-02-13,K2
EPIC 249893012,d,EPIC 249893012 d,Transit,0,3,35.74700000,0.00500000,-0.00500000,0,0.220000,0.020000,-0.040000,0,0.150000,0.210000,-0.110000,0,89.470,0.360,-0.500,0,0.03203,0.00774,-0.00761,0,Mass,0.352,0.012,-0.011,0,0.91000,0.25000,-0.23000,0,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,4.18,-4.18,0,324.22,4.18,-4.18,0,11.428,0.121,0,V (Johnson),11.402,,0,5430.00,85.00,-85.00,0,1.05,0.05,-0.05,0,1.71,0.04,-0.04,0,2020-02-13,K2
GJ 1132,b,GJ 1132 b,Transit,0,2,1.62893100,0.00002700,-0.00002700,0,0.015300,0.000500,-0.000500,0,0.220000,,,0,,,,0,0.00522,0.00072,-0.00072,0,Mass,0.101,0.005,-0.005,0,6.30000,1.30000,-1.30000,0,0,0,0,2,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.62,0.01,-0.01,0,12.62,0.01,-0.01,0,13.490,0.030,0,V (Johnson),12.138,,0,3270.00,140.00,-140.00,0,0.18,0.02,-0.02,0,0.21,0.01,-0.01,0,2020-06-04,Cerro Tololo Inter-American Observatory
GJ 1214,b,GJ 1214 b,Transit,0,1,1.58040456,0.00000016,-0.00000016,0,0.014110,0.000320,-0.000320,0,,,,,88.170,0.540,-0.540,0,0.01970,0.00270,-0.00270,0,Mass,0.254,0.018,-0.018,0,1.49000,0.33000,-0.33000,0,0,0,0,3,17h15m18.92s,258.828837,+04d57m50.1s,4.963920,14.65,0.04,-0.04,0,14.65,0.04,-0.04,0,15.100,0.600,0,V (Johnson),13.009,,0,3026.00,150.00,-150.00,0,0.15,0.01,-0.01,0,0.22,0.01,-0.01,0,2015-12-03,MEarth Project
GJ 1252,b,GJ 1252 b,Transit,0,1,0.51823490,0.00000630,-0.00000500,0,0.009160,0.000760,-0.000760,0,0.000000,,,0,85.000,2.100,-1.800,0,0.00658,0.00176,-0.00176,0,Mass,0.106,0.007,-0.007,0,,,,,0,0,0,0,20h27m42.06s,306.925235,-56d27m25.2s,-56.456990,20.38,0.02,-0.02,0,20.38,0.02,-0.02,0,12.193,0.056,0,V (Johnson),11.236,,0,3458.00,140.00,-133.00,0,0.38,0.02,-0.02,0,0.39,0.02,-0.02,0,2020-02-13,Transiting Exoplanet Survey Satellite (TESS)
GJ 143,b,GJ 143 b,Transit,0,2,35.61253000,0.00060000,-0.00062000,0,0.191500,0.005800,-0.006300,0,0.188000,0.076000,-0.078000,0,89.330,0.150,-0.110,0,0.07142,0.00692,-0.00598,0,Mass,0.233,0.015,-0.014,0,7.00000,1.60000,-1.30000,0,0,0,0,1,03h26m59.22s,51.746769,-63d29m56.8s,-63.499100,16.33,0.01,-0.01,0,16.33,0.01,-0.01,0,7.870,,0,V (Johnson),7.679,,0,4640.00,100.00,-100.00,0,0.73,0.07,-0.07,0,0.69,0.03,-0.03,0,2019-04-25,Transiting Exoplanet Survey Satellite (TESS)
GJ 3470,b,GJ 3470 b,Radial Velocity,0,1,3.33664960,0.00000390,-0.00000330,0,0.035500,0.001900,-0.001900,0,,,,,89.130,0.260,-0.340,0,0.04373,0.00472,-0.00472,0,Mass,0.408,0.016,-0.016,0,0.80000,0.13000,-0.13000,0,0,0,0,1,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,29.45,0.05,-0.05,0,29.45,0.05,-0.05,0,12.330,0.012,0,V (Johnson),11.354,,0,3600.00,100.00,-100.00,0,0.54,0.05,-0.04,0,0.55,0.02,-0.02,0,2016-09-29,La Silla Observatory
GJ 357,b,GJ 357 b,Transit,0,3,3.93072000,0.00008000,-0.00006000,0,0.035000,0.002000,-0.002000,0,,,,,89.120,0.370,-0.310,0,0.00579,0.00098,-0.00098,0,Mass,0.109,0.007,-0.007,0,5.60000,1.70000,-1.30000,0,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,0.01,-0.01,0,9.44,0.01,-0.01,0,10.920,0.030,0,V (Johnson),9.880,,0,3505.00,51.00,-51.00,0,0.34,0.01,-0.01,0,0.34,0.01,-0.01,0,2019-08-15,Transiting Exoplanet Survey Satellite (TESS)
GJ 436,b,GJ 436 b,Radial Velocity,0,1,2.64388312,0.00000057,-0.00000057,0,0.029100,0.001500,-0.001500,0,0.138270,0.000180,-0.000180,0,86.440,0.170,-0.160,0,0.07000,0.00700,-0.00700,0,Mass,0.372,0.015,-0.015,0,1.80000,0.29000,-0.29000,0,0,0,0,0,11h42m11.09s,175.546219,+26d42m23.7s,26.706570,9.76,0.01,-0.01,0,9.76,0.01,-0.01,0,10.670,0.010,0,V (Johnson),9.571,,0,,,,,0.47,0.07,-0.07,0,0.46,0.02,-0.02,0,2015-02-05,W. M. Keck Observatory
GJ 9827,b,GJ 9827 b,Transit,0,3,1.20898190,0.00000693,-0.00000714,0,0.018800,0.000200,-0.000140,0,0.000000,,,0,86.070,0.410,-0.340,0,0.01545,0.00154,-0.00154,0,Mass,0.141,0.002,-0.003,0,6.93000,0.82000,-0.76000,0,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,0.05,-0.05,0,29.69,0.05,-0.05,0,10.250,0.138,0,V (Johnson),9.838,,0,4340.00,40.00,-53.00,0,0.61,0.02,-0.01,0,0.60,0.01,0.00,0,2019-08-29,K2
GJ 9827,c,GJ 9827 c,Transit,0,3,3.64809570,0.00006330,-0.00006210,0,0.039250,0.000420,-0.000290,0,0.000000,,,0,88.190,0.210,-0.180,0,0.00264,,,0,Mass,0.111,0.002,-0.002,0,2.42000,,,0,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,0.05,-0.05,0,29.69,0.05,-0.05,0,10.250,0.138,0,V (Johnson),9.838,,0,4340.00,40.00,-53.00,0,0.61,0.02,-0.01,0,0.60,0.01,0.00,0,2019-08-29,K2
GJ 9827,d,GJ 9827 d,Transit,0,3,6.20146980,0.00006260,-0.00006110,0,0.055910,0.000590,-0.000410,0,0.000000,,,0,87.443,0.045,-0.045,0,0.01271,0.00258,-0.00264,0,Mass,0.180,0.004,-0.004,0,2.69000,0.58000,-0.57000,0,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,0.05,-0.05,0,29.69,0.05,-0.05,0,10.250,0.138,0,V (Johnson),9.838,,0,4340.00,40.00,-53.00,0,0.61,0.02,-0.01,0,0.60,0.01,0.00,0,2019-08-29,K2
GQ Lup,b,GQ Lup b,Imaging,0,1,,,,,100.000000,,,0,,,,,,,,,20.00000,,,0,Mass,3.000,0.500,-0.500,0,,,,,0,0,0,1,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,151.82,1.09,-1.09,0,151.82,1.09,-1.09,0,12.430,,0,V (Johnson),11.261,,0,,,,,0.70,,,0,,,,,2014-05-14,Paranal Observatory
GU Psc,b,GU Psc b,Imaging,0,1,,,,,2000.000000,200.000000,-200.000000,0,,,,,,,,,11.30000,1.70000,-1.70000,0,Mass,1.265,0.115,-0.115,0,,,,,0,0,0,0,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,48.00,5.00,-5.00,0,47.61,0.16,-0.16,0,13.550,,0,V (Johnson),12.966,,0,,,,,0.33,0.03,-0.03,0,,,,,2014-05-14,Gemini Observatory
HAT-P-1,b,HAT-P-1 b,Transit,0,1,4.46529976,0.00000055,-0.00000055,0,0.055610,0.000820,-0.000830,0,,,,,85.634,0.056,-0.056,0,0.52500,0.01900,-0.01900,0,Mass,1.319,0.019,-0.019,0,0.28200,0.01000,-0.00900,0,0,0,0,0,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,159.71,0.97,-0.97,0,159.71,0.97,-0.97,0,10.340,,0,V (Johnson),10.179,,0,5980.00,49.00,-49.00,0,1.15,0.05,-0.05,0,1.17,0.03,-0.03,0,2015-09-10,HATNet
HAT-P-11,b,HAT-P-11 b,Transit,0,2,4.88780244,,,0,0.052540,0.000640,-0.000660,0,0.218000,0.034000,-0.031000,0,,,,,0.07362,0.00472,-0.00472,0,Msini,0.389,0.005,-0.005,0,,,,,0,1,0,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,0.03,-0.03,0,37.81,0.03,-0.03,0,9.174,,0,Kepler-band,9.151,,0,4780.00,50.00,-50.00,0,0.81,0.02,-0.03,0,0.68,0.01,-0.01,0,2019-01-31,HATNet
HAT-P-12,b,HAT-P-12 b,Transit,0,1,3.21305980,0.00000210,-0.00000210,0,0.038400,0.000300,-0.000300,0,0.000000,,,0,89.000,0.400,-0.400,0,0.21100,0.01200,-0.01200,0,Mass,0.959,0.029,-0.021,0,0.31920,0.01600,-0.01600,0,0,0,0,1,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.50,4.20,-3.30,0,143.34,0.45,-0.45,0,12.840,,0,V (Johnson),12.420,,0,4650.00,60.00,-60.00,0,0.73,0.02,-0.02,0,0.70,0.02,-0.01,0,2014-05-14,HATNet
HAT-P-13,b,HAT-P-13 b,Transit,0,2,2.91625000,0.00001500,-0.00001500,0,,,,,0.013300,0.004100,-0.004100,0,83.400,0.680,-0.680,0,0.85100,0.03800,-0.03800,0,Mass,1.272,0.065,-0.065,0,,,,,1,0,0,0,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214.00,12.00,-12.00,0,248.56,2.22,-2.22,0,10.622,,0,V (Johnson),10.417,,0,5653.00,90.00,-90.00,0,1.22,0.05,-0.10,0,1.56,0.08,-0.08,0,2014-10-15,HATNet
HAT-P-14,b,HAT-P-14 b,Transit,0,1,4.62767000,0.00000500,-0.00000500,0,,,,,0.110000,0.010000,-0.010000,0,83.500,0.300,-0.300,0,3.44000,0.63000,-0.63000,0,Mass,1.420,0.120,-0.120,0,,,,,0,0,0,0,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,224.10,1.26,-1.26,0,224.10,1.26,-1.26,0,9.980,0.058,0,V (Johnson),9.873,,0,6600.00,90.00,-90.00,0,2.65,0.73,-0.73,0,1.82,0.15,-0.15,0,2018-04-26,HATNet
HAT-P-15,b,HAT-P-15 b,Transit,0,1,10.86350000,0.00002700,-0.00002700,0,,,,,0.190000,0.020000,-0.020000,0,89.100,0.200,-0.200,0,1.94000,0.30000,-0.30000,0,Mass,1.060,0.070,-0.070,0,,,,,0,0,0,0,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,193.56,2.04,-2.04,0,193.56,2.04,-2.04,0,12.160,,0,V (Johnson),11.723,,0,5568.00,90.00,-90.00,0,1.00,0.23,-0.23,0,1.07,0.07,-0.07,0,2018-04-26,HATNet
HAT-P-16,b,HAT-P-16 b,Transit,0,1,2.77596000,0.00000300,-0.00000300,0,0.041300,0.000400,-0.000400,0,0.036000,0.004000,-0.004000,0,86.600,0.700,-0.700,0,4.19300,0.09400,-0.09400,0,Mass,1.289,0.066,-0.066,0,2.42000,0.35000,-0.35000,0,0,0,0,0,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235.00,10.00,-10.00,0,228.00,4.41,-4.41,0,10.812,,0,V (Johnson),10.757,,0,6158.00,80.00,-80.00,0,1.22,0.04,-0.04,0,1.24,0.05,-0.05,0,2014-05-14,HATNet
HAT-P-17,b,HAT-P-17 b,Transit,0,2,10.33852000,0.00000900,-0.00000900,0,,,,,0.350000,0.010000,-0.010000,0,89.200,0.150,-0.150,0,0.58000,0.06000,-0.06000,0,Mass,1.050,0.040,-0.040,0,,,,,0,0,0,0,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,92.63,0.48,-0.48,0,92.63,0.48,-0.48,0,10.540,,0,V (Johnson),10.274,,0,5246.00,80.00,-80.00,0,0.99,0.15,-0.15,0,0.87,0.04,-0.04,0,2018-04-26,HATNet
HAT-P-18,b,HAT-P-18 b,Transit,0,1,5.50802300,0.00000600,-0.00000600,0,0.055900,0.000700,-0.000700,0,0.084000,0.048000,-0.048000,0,88.800,0.300,-0.300,0,0.19700,0.01300,-0.01300,0,Mass,0.995,0.052,-0.052,0,0.25000,0.04000,-0.04000,0,0,0,0,1,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166.00,9.00,-9.00,0,162.16,0.61,-0.61,0,12.759,,0,V (Johnson),12.368,,0,4803.00,80.00,-80.00,0,0.77,0.03,-0.03,0,0.75,0.04,-0.04,0,2014-05-14,HATNet
HAT-P-19,b,HAT-P-19 b,Transit,0,1,4.00877800,0.00000600,-0.00000600,0,0.046600,0.000800,-0.000800,0,0.067000,0.042000,-0.042000,0,88.200,0.400,-0.400,0,0.29200,0.01800,-0.01800,0,Mass,1.132,0.072,-0.072,0,0.25000,0.04000,-0.04000,0,0,0,0,0,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215.00,15.00,-15.00,0,203.25,1.47,-1.47,0,12.901,,0,V (Johnson),12.557,,0,4990.00,130.00,-130.00,0,0.84,0.04,-0.04,0,0.82,0.05,-0.05,0,2014-05-14,HATNet
HAT-P-20,b,HAT-P-20 b,Transit,0,1,2.87531700,0.00000400,-0.00000400,0,0.036100,0.000500,-0.000500,0,0.015000,0.005000,-0.005000,0,86.800,0.200,-0.200,0,7.24600,0.18700,-0.18700,0,Mass,0.867,0.033,-0.033,0,13.78000,1.50000,-1.50000,0,0,0,0,0,07h27m39.95s,111.916469,+24d20m11.9s,24.336630,70.00,3.00,-3.00,0,71.18,0.20,-0.20,0,11.339,,0,V (Johnson),10.990,,0,4595.00,80.00,-80.00,0,0.76,0.03,-0.03,0,0.69,0.02,-0.02,0,2014-05-14,HATNet
HAT-P-21,b,HAT-P-21 b,Transit,0,1,4.12448000,0.00000700,-0.00000700,0,,,,,0.230000,0.020000,-0.020000,0,87.200,0.700,-0.700,0,4.87000,1.57000,-1.57000,0,Mass,1.110,0.160,-0.160,0,,,,,0,0,0,0,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,279.48,3.21,-3.21,0,279.48,3.21,-3.21,0,11.685,,0,V (Johnson),11.558,,0,5588.00,80.00,-80.00,0,1.24,0.60,-0.60,0,1.21,0.17,-0.17,0,2018-04-26,HATNet
HAT-P-22,b,HAT-P-22 b,Transit,0,1,3.21222000,0.00000900,-0.00000900,0,,,,,0.020000,0.010000,-0.010000,0,86.900,0.550,-0.550,0,2.47000,0.32000,-0.32000,0,Mass,1.150,0.190,-0.190,0,,,,,0,0,0,0,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,81.96,0.25,-0.25,0,81.96,0.25,-0.25,0,9.732,,0,V (Johnson),9.519,,0,5302.00,80.00,-80.00,0,1.13,0.22,-0.22,0,1.11,0.05,-0.05,0,2018-04-26,HATNet
HAT-P-23,b,HAT-P-23 b,Transit,0,1,1.21288000,0.00000200,-0.00000200,0,,,,,0.110000,0.040000,-0.040000,0,85.100,1.500,-1.500,0,1.34000,0.59000,-0.59000,0,Mass,1.090,0.230,-0.230,0,,,,,0,0,0,0,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,368.61,4.77,-4.77,0,368.61,4.77,-4.77,0,12.432,,0,V (Johnson),12.174,,0,5905.00,80.00,-80.00,0,0.58,0.38,-0.38,0,0.96,0.20,-0.20,0,2018-04-26,HATNet
